signal,universe_pct,holdings,aum_krw,cost_multiplier,participation,months,net_cagr,mdd,t_stat,p_value,mean_fill,robust
small_cap,0.30000000000000004,10,100000000.0,1.0,0.025,310,0.17499170582201873,-0.7854967743554907,2.72806581966304,0.006370689495534432,1.0,False
small_cap,0.30000000000000004,10,100000000.0,1.5,0.025,310,0.17261544887650593,-0.787518097409938,2.709879228657875,0.006730771139928704,1.0,False
small_cap,0.30000000000000004,10,100000000.0,2.0,0.025,310,0.17024355984148398,-0.7895207710550713,2.6916929149838706,0.007109036997815954,1.0,False
small_cap,0.30000000000000004,10,100000000.0,0.5,0.05,310,0.17737233792767126,-0.7834724254295611,2.7462526842057757,0.006028031581368776,1.0,False
small_cap,0.30000000000000004,10,100000000.0,1.0,0.05,310,0.17499170582201873,-0.7854967743554907,2.72806581966304,0.006370689495534432,1.0,False
small_cap,0.30000000000000004,10,100000000.0,1.5,0.05,310,0.17261544887650593,-0.787518097409938,2.709879228657875,0.006730771139928704,1.0,False
small_cap,0.30000000000000004,10,100000000.0,2.0,0.05,310,0.17024355984148398,-0.7895207710550713,2.6916929149838706,0.007109036997815954,1.0,False
small_cap,0.30000000000000004,10,100000000.0,0.5,0.1,310,0.17737233792767126,-0.7834724254295611,2.7462526842057757,0.006028031581368776,1.0,False
small_cap,0.30000000000000004,10,100000000.0,1.0,0.1,310,0.17499170582201873,-0.7854967743554907,2.72806581966304,0.006370689495534432,1.0,False
small_cap,0.30000000000000004,10,100000000.0,1.5,0.1,310,0.17261544887650593,-0.787518097409938,2.709879228657875,0.006730771139928704,1.0,False
small_cap,0.30000000000000004,10,100000000.0,2.0,0.1,310,0.17024355984148398,-0.7895207710550713,2.6916929149838706,0.007109036997815954,1.0,False
small_cap,0.30000000000000004,10,1000000000.0,0.5,0.025,310,0.14751940808877584,-0.8125386216280843,2.5180888760290183,0.011799354329155687,0.9424023748563787,False
small_cap,0.30000000000000004,10,1000000000.0,1.0,0.025,310,0.14128234340338475,-0.8170349414174854,2.46517628248565,0.013694585783171398,0.9424023748563787,False
small_cap,0.30000000000000004,10,1000000000.0,1.5,0.025,310,0.13507620151211164,-0.8214255665877125,2.4122710477394707,0.01585349090240884,0.9424023748563787,False
small_cap,0.30000000000000004,10,1000000000.0,2.0,0.025,310,0.1289008437351573,-0.8257129312094605,2.359373221994338,0.018305834582419855,0.9424023748563787,False
small_cap,0.30000000000000004,10,1000000000.0,0.5,0.05,310,0.16343654403632035,-0.8073141064386342,2.637864987175911,0.008342979082856417,0.9956781375201228,False
small_cap,0.30000000000000004,10,1000000000.0,1.0,0.05,310,0.15611593558797665,-0.8128462733927011,2.580728483078319,0.009859209031628957,0.9956781375201228,False
small_cap,0.30000000000000004,10,1000000000.0,1.5,0.05,310,0.14883724514746022,-0.8182228175218313,2.523596326645976,0.011616123115766541,0.9956781375201228,False
small_cap,0.30000000000000004,10,1000000000.0,2.0,0.05,310,0.14160025607951754,-0.8234480265109292,2.4664686217330165,0.013645268329735671,0.9956781375201228,False
small_cap,0.30000000000000004,10,1000000000.0,0.5,0.1,310,0.17223024756969907,-0.7878443497842974,2.7069279772771746,0.006790898829746261,1.0,False
small_cap,0.30000000000000004,10,1000000000.0,1.0,0.1,310,0.1647468101164118,-0.7941049696745526,2.649418915526128,0.008063031788866137,1.0,False
small_cap,0.30000000000000004,10,1000000000.0,1.5,0.1,310,0.1573068115995524,-0.8001846261015697,2.5919127531693347,0.009544397312714503,1.0,False
small_cap,0.30000000000000004,10,1000000000.0,2.0,0.1,310,0.14991002459235903,-0.8060884407967713,2.5344096100893676,0.011263698221281926,1.0,False
small_cap,0.30000000000000004,10,10000000000.0,0.5,0.025,310,0.1109329980144238,-0.5041374270576661,2.5814227909996936,0.009839399789720371,0.40197841407658796,False
small_cap,0.30000000000000004,10,10000000000.0,1.0,0.025,310,0.10760525213649386,-0.5116256451061878,2.5256040453321487,0.011549957503566688,0.40197841407658796,False
small_cap,0.30000000000000004,10,10000000000.0,1.5,0.025,310,0.10428654955521877,-0.519002629236827,2.4697767350175397,0.013519740247988965,0.40197841407658796,False
small_cap,0.30000000000000004,10,10000000000.0,2.0,0.025,310,0.10097686815820239,-0.526270004392073,2.4139410468431577,0.015781015503507856,0.40197841407658796,False
small_cap,0.30000000000000004,10,10000000000.0,0.5,0.05,310,0.12803866327404134,-0.6108455310403684,2.5504732153883114,0.010757678989544273,0.5594925254697166,False
small_cap,0.30000000000000004,10,10000000000.0,1.0,0.05,310,0.12164428714504161,-0.6262689494185225,2.4670595749202247,0.01362276905740667,0.5594925254697166,False
small_cap,0.30000000000000004,10,10000000000.0,1.5,0.05,310,0.11528294038265963,-0.6410880259903895,2.3836469797829745,0.01714203759367461,0.5594925254697166,False
small_cap,0.30000000000000004,10,10000000000.0,2.0,0.05,310,0.10895446880966109,-0.6553261692838953,2.3002357745452566,0.02143486607572309,0.5594925254697166,False
small_cap,0.30000000000000004,10,10000000000.0,0.5,0.1,310,0.13604838952128384,-0.736485898294285,2.4826057682345843,0.01304253419180168,0.7412304102537834,False
small_cap,0.30000000000000004,10,10000000000.0,1.0,0.1,310,0.12465677016172294,-0.7476963442359033,2.3622775504864975,0.018163038232428708,0.7412304102537834,False
small_cap,0.30000000000000004,10,10000000000.0,1.5,0.1,310,0.11336941890080832,-0.758439160466407,2.2419889376510476,0.024962087276513945,0.7412304102537834,False
small_cap,0.30000000000000004,10,10000000000.0,2.0,0.1,310,0.10218547182503257,-0.7687334662537736,2.121740581116803,0.03385952880174581,0.7412304102537834,False
small_cap,0.30000000000000004,20,100000000.0,0.5,0.025,310,0.16298657578928455,-0.8137321682971355,2.781280095122782,0.005414499937044237,1.0,False
small_cap,0.30000000000000004,20,100000000.0,1.0,0.025,310,0.161315045045888,-0.8151417819443754,2.7653272252770362,0.005686572014620861,1.0,False
small_cap,0.30000000000000004,20,100000000.0,1.5,0.025,310,0.15964570283613266,-0.816540924370228,2.7493746264346073,0.005970910002339291,1.0,False
small_cap,0.30000000000000004,20,100000000.0,2.0,0.025,310,0.15797854657105925,-0.8179296719030852,2.733422300530289,0.006267991018295893,1.0,False
small_cap,0.30000000000000004,20,100000000.0,0.5,0.05,310,0.16298657578928455,-0.8137321682971355,2.781280095122782,0.005414499937044237,1.0,False
small_cap,0.30000000000000004,20,100000000.0,1.0,0.05,310,0.161315045045888,-0.8151417819443754,2.7653272252770362,0.005686572014620861,1.0,False
small_cap,0.30000000000000004,20,100000000.0,1.5,0.05,310,0.15964570283613266,-0.816540924370228,2.7493746264346073,0.005970910002339291,1.0,False
small_cap,0.30000000000000004,20,100000000.0,2.0,0.05,310,0.15797854657105925,-0.8179296719030852,2.733422300530289,0.006267991018295893,1.0,False
small_cap,0.30000000000000004,20,100000000.0,0.5,0.1,310,0.16298657578928455,-0.8137321682971355,2.781280095122782,0.005414499937044237,1.0,False
small_cap,0.30000000000000004,20,100000000.0,1.0,0.1,310,0.161315045045888,-0.8151417819443754,2.7653272252770362,0.005686572014620861,1.0,False
small_cap,0.30000000000000004,20,100000000.0,1.5,0.1,310,0.15964570283613266,-0.816540924370228,2.7493746264346073,0.005970910002339291,1.0,False
small_cap,0.30000000000000004,20,100000000.0,2.0,0.1,310,0.15797854657105925,-0.8179296719030852,2.733422300530289,0.006267991018295893,1.0,False
small_cap,0.30000000000000004,20,1000000000.0,0.5,0.025,310,0.15461039254171993,-0.8166709517924212,2.702147384400749,0.006889321629038436,0.9963980810303342,False
small_cap,0.30000000000000004,20,1000000000.0,1.0,0.025,310,0.14943163228739276,-0.8210207628192924,2.651965572513072,0.008002470106912352,0.9963980810303342,False
small_cap,0.30000000000000004,20,1000000000.0,1.5,0.025,310,0.14427404777312636,-0.8252692345457013,2.6017874286284477,0.00927393155271794,0.9963980810303342,False
small_cap,0.30000000000000004,20,1000000000.0,2.0,0.025,310,0.13913756071565353,-0.8294186844203066,2.551613007734354,0.010722554456298994,0.9963980810303342,False
small_cap,0.30000000000000004,20,1000000000.0,0.5,0.05,310,0.1593798353744642,-0.8167669916278772,2.7468238913373435,0.0060175436589489095,0.9999968818133103,False
small_cap,0.30000000000000004,20,1000000000.0,1.0,0.05,310,0.15411643879652348,-0.8211181470348118,2.6963801691756255,0.007009761364070055,0.9999968818133103,False
small_cap,0.30000000000000004,20,1000000000.0,1.5,0.05,310,0.1488748154348436,-0.8253678480713389,2.645939250386098,0.008146444504248507,0.9999968818133103,False
small_cap,0.30000000000000004,20,1000000000.0,2.0,0.05,310,0.14365488388889114,-0.829518416717747,2.5955011960983674,0.009445307419734927,0.9999968818133103,False
small_cap,0.30000000000000004,20,1000000000.0,0.5,0.1,310,0.1593750121038222,-0.8167669916278771,2.7467859017095666,0.0060182406750604045,1.0,False
small_cap,0.30000000000000004,20,1000000000.0,1.0,0.1,310,0.1541115818182628,-0.8211181470348119,2.696341301901136,0.007010579424281627,1.0,False
small_cap,0.30000000000000004,20,1000000000.0,1.5,0.1,310,0.14886992512540131,-0.8253678480713389,2.645899495777973,0.00814740192698471,1.0,False
small_cap,0.30000000000000004,20,1000000000.0,2.0,0.1,310,0.14364996062238689,-0.829518416717747,2.5954605444821666,0.009446424799856468,1.0,False
small_cap,0.30000000000000004,20,10000000000.0,0.5,0.025,310,0.10518447083354454,-0.6280414818427713,2.4709131148301324,0.013476855776805241,0.5516688058261632,False
small_cap,0.30000000000000004,20,10000000000.0,1.0,0.025,310,0.10078185077459678,-0.6340116308275328,2.3991211175093787,0.016434477710380868,0.5516688058261632,False
small_cap,0.30000000000000004,20,10000000000.0,1.5,0.025,310,0.0963952416287952,-0.6412910850884742,2.327321692739404,0.019948150053005653,0.5516688058261632,False
small_cap,0.30000000000000004,20,10000000000.0,2.0,0.025,310,0.09202459068033786,-0.6484282741030447,2.2555150011282334,0.024101021760838837,0.5516688058261632,False
small_cap,0.30000000000000004,20,10000000000.0,0.5,0.05,310,0.12371791659292408,-0.7503298225633432,2.5213425406061067,0.011690798501236443,0.7370750339270569,False
small_cap,0.30000000000000004,20,10000000000.0,1.0,0.05,310,0.1157175218905695,-0.7595327793772305,2.4180410041895573,0.015604318297552489,0.7370750339270569,False
small_cap,0.30000000000000004,20,10000000000.0,1.5,0.05,310,0.10776918474348607,-0.7684025237982743,2.3147506687123096,0.02062658108279658,0.7370750339270569,False
small_cap,0.30000000000000004,20,10000000000.0,2.0,0.05,310,0.09987259813419858,-0.7769509027104066,2.211471846475356,0.027003179374264663,0.7370750339270569,False
small_cap,0.30000000000000004,20,10000000000.0,0.5,0.1,310,0.13333745854329337,-0.8097889668113534,2.5224395573032665,0.011654397678915407,0.9049667410927219,False
small_cap,0.30000000000000004,20,10000000000.0,1.0,0.1,310,0.12076250930090526,-0.8210547492607652,2.386097571494765,0.01702823256332353,0.9049667410927219,False
small_cap,0.30000000000000004,20,10000000000.0,1.5,0.1,310,0.10831512588768599,-0.8316646217572221,2.249792564703235,0.024462116231579678,0.9049667410927219,False
small_cap,0.30000000000000004,20,10000000000.0,2.0,0.1,310,0.09599413500573473,-0.8416561110614051,2.113525122624379,0.03455584707087844,0.9049667410927219,False
small_cap,0.30000000000000004,30,100000000.0,0.5,0.025,310,0.11938884891667367,-0.7761741065395005,2.391158396242338,0.016795305216469547,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,1.0,0.025,310,0.11807581901601139,-0.7782114432327126,2.377026970716288,0.017452811956747194,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,1.5,0.025,310,0.11676419261087645,-0.780230451454452,2.362895715723837,0.01813277127156976,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,2.0,0.025,310,0.11545396834533883,-0.7822312941513054,2.3487646325698894,0.018835809119359004,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,0.5,0.05,310,0.11938884891667367,-0.7761741065395005,2.391158396242338,0.016795305216469547,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,1.0,0.05,310,0.11807581901601139,-0.7782114432327126,2.377026970716288,0.017452811956747194,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,1.5,0.05,310,0.11676419261087645,-0.780230451454452,2.362895715723837,0.01813277127156976,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,2.0,0.05,310,0.11545396834533883,-0.7822312941513054,2.3487646325698894,0.018835809119359004,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,0.5,0.1,310,0.11938884891667367,-0.7761741065395005,2.391158396242338,0.016795305216469547,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,1.0,0.1,310,0.11807581901601139,-0.7782114432327126,2.377026970716288,0.017452811956747194,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,1.5,0.1,310,0.11676419261087645,-0.780230451454452,2.362895715723837,0.01813277127156976,0.9999999999999998,False
small_cap,0.30000000000000004,30,100000000.0,2.0,0.1,310,0.11545396834533883,-0.7822312941513054,2.3487646325698894,0.018835809119359004,0.9999999999999998,False
small_cap,0.30000000000000004,30,1000000000.0,0.5,0.025,310,0.11627454796699976,-0.7805563739986786,2.3579181160607248,0.01837774623639543,0.9996089824264173,False
small_cap,0.30000000000000004,30,1000000000.0,1.0,0.025,310,0.1121437825452567,-0.7868130681163998,2.313264115063351,0.02070812238570574,0.9996089824264173,False
small_cap,0.30000000000000004,30,1000000000.0,1.5,0.025,310,0.10802695000655049,-0.79289341159739,2.2686121787288616,0.023291920347840556,0.9996089824264173,False
small_cap,0.30000000000000004,30,1000000000.0,2.0,0.025,310,0.1039240078645689,-0.7988023176342443,2.223962347562585,0.026150977638392803,0.9996089824264173,False
small_cap,0.30000000000000004,30,1000000000.0,0.5,0.05,310,0.1165514772124927,-0.7805563739986787,2.360602544899433,0.01824527326618952,1.0000000000000002,False
small_cap,0.30000000000000004,30,1000000000.0,1.0,0.05,310,0.11241368996051326,-0.7868130681164001,2.315916819303541,0.020562810804017673,1.0000000000000002,False
small_cap,0.30000000000000004,30,1000000000.0,1.5,0.05,310,0.10828987911883292,-0.7928934115973898,2.2712328554658,0.02313288546313852,1.0000000000000002,False
small_cap,0.30000000000000004,30,1000000000.0,2.0,0.05,310,0.10418000200917543,-0.7988023176342443,2.2265506946309626,0.025977317317654958,1.0000000000000002,False
small_cap,0.30000000000000004,30,1000000000.0,0.5,0.1,310,0.1165514772124927,-0.7805563739986787,2.360602544899433,0.01824527326618952,1.0000000000000002,False
small_cap,0.30000000000000004,30,1000000000.0,1.0,0.1,310,0.11241368996051326,-0.7868130681164001,2.315916819303541,0.020562810804017673,1.0000000000000002,False
small_cap,0.30000000000000004,30,1000000000.0,1.5,0.1,310,0.10828987911883292,-0.7928934115973898,2.2712328554658,0.02313288546313852,1.0000000000000002,False
small_cap,0.30000000000000004,30,1000000000.0,2.0,0.1,310,0.10418000200917543,-0.7988023176342443,2.2265506946309626,0.025977317317654958,1.0000000000000002,False
small_cap,0.30000000000000004,30,10000000000.0,0.5,0.025,310,0.08172062608396846,-0.6568777686034197,2.057307764389602,0.03965663096586436,0.6620988809858578,False
small_cap,0.30000000000000004,30,10000000000.0,1.0,0.025,310,0.07668755350771961,-0.670041923425986,1.977425246805842,0.04799358253179875,0.6620988809858578,False
small_cap,0.30000000000000004,30,10000000000.0,1.5,0.025,310,0.07167588491451471,-0.6827065881279463,1.897541709060339,0.05775647941154394,0.6620988809858578,False
small_cap,0.30000000000000004,30,10000000000.0,2.0,0.025,310,0.0666855377952289,-0.6948905038357006,1.8176573007652688,0.06911652778895405,0.6620988809858578,False
small_cap,0.30000000000000004,30,10000000000.0,0.5,0.05,310,0.09674998825161163,-0.7373943946613013,2.1696881757566113,0.030030476410497275,0.8413810995257904,False
small_cap,0.30000000000000004,30,10000000000.0,1.0,0.05,310,0.08833242374567885,-0.7539692661955631,2.0610120714543667,0.039301888453406875,0.8413810995257904,False
small_cap,0.30000000000000004,30,10000000000.0,1.5,0.05,310,0.07997394864344387,-0.7695090282247555,1.9523531272553754,0.05089629394101647,0.8413810995257904,False
small_cap,0.30000000000000004,30,10000000000.0,2.0,0.05,310,0.07167418671063652,-0.7840776332576772,1.8437115980530498,0.06522518186792636,0.8413810995257904,False
small_cap,0.30000000000000004,30,10000000000.0,0.5,0.1,310,0.0991434673149616,-0.7874944886984113,2.1710030021220716,0.029930945443551904,0.9662974869656025,False
small_cap,0.30000000000000004,30,10000000000.0,1.0,0.1,310,0.08748121365721073,-0.8052586148923089,2.0375246141265877,0.04159749790556955,0.9662974869656025,False
small_cap,0.30000000000000004,30,10000000000.0,1.5,0.1,310,0.07593203463727116,-0.8215535097786295,1.9040846471289867,0.05689916088226932,0.9662974869656025,False
small_cap,0.30000000000000004,30,10000000000.0,2.0,0.1,310,0.06449493675605567,-0.8364993869842338,1.770683751420339,0.07661330596366067,0.9662974869656025,False
small_cap,0.30000000000000004,50,100000000.0,0.5,0.025,310,0.0612231865977082,-0.7798389881824093,1.7307341627682287,0.08349918913061583,1.0,False
small_cap,0.30000000000000004,50,100000000.0,1.0,0.025,310,0.06026127489454591,-0.7813991195772133,1.7189515641850326,0.08562319181472766,1.0,False
small_cap,0.30000000000000004,50,100000000.0,1.5,0.025,310,0.05930015785404441,-0.7829483242859805,1.7071692124015385,0.0877906056825184,1.0,False
small_cap,0.30000000000000004,50,100000000.0,2.0,0.025,310,0.058339834882802366,-0.7844866779339891,1.6953871081718657,0.09000200989615559,1.0,False
small_cap,0.30000000000000004,50,100000000.0,0.5,0.05,310,0.0612231865977082,-0.7798389881824093,1.7307341627682287,0.08349918913061583,1.0,False
small_cap,0.30000000000000004,50,100000000.0,1.0,0.05,310,0.06026127489454591,-0.7813991195772133,1.7189515641850326,0.08562319181472766,1.0,False
small_cap,0.30000000000000004,50,100000000.0,1.5,0.05,310,0.05930015785404441,-0.7829483242859805,1.7071692124015385,0.0877906056825184,1.0,False
small_cap,0.30000000000000004,50,100000000.0,2.0,0.05,310,0.058339834882802366,-0.7844866779339891,1.6953871081718657,0.09000200989615559,1.0,False
small_cap,0.30000000000000004,50,100000000.0,0.5,0.1,310,0.0612231865977082,-0.7798389881824093,1.7307341627682287,0.08349918913061583,1.0,False
small_cap,0.30000000000000004,50,100000000.0,1.0,0.1,310,0.06026127489454591,-0.7813991195772133,1.7189515641850326,0.08562319181472766,1.0,False
small_cap,0.30000000000000004,50,100000000.0,1.5,0.1,310,0.05930015785404441,-0.7829483242859805,1.7071692124015385,0.0877906056825184,1.0,False
small_cap,0.30000000000000004,50,100000000.0,2.0,0.1,310,0.058339834882802366,-0.7844866779339891,1.6953871081718657,0.09000200989615559,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,0.5,0.025,310,0.05914426493056113,-0.7831987002985987,1.7052572232487475,0.08814646183619601,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,1.0,0.025,310,0.05611057603677416,-0.7880211543937004,1.6679999158617218,0.09531574348535043,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,1.5,0.025,310,0.05308480813907357,-0.7927375713093209,1.6307451090759213,0.10294411403594839,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,2.0,0.025,310,0.05006694254013544,-0.7973502555453065,1.5934928267210817,0.11104967627028728,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,0.5,0.05,310,0.05914426493056113,-0.7831987002985987,1.7052572232487475,0.08814646183619601,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,1.0,0.05,310,0.05611057603677416,-0.7880211543937004,1.6679999158617218,0.09531574348535043,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,1.5,0.05,310,0.05308480813907357,-0.7927375713093209,1.6307451090759213,0.10294411403594839,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,2.0,0.05,310,0.05006694254013544,-0.7973502555453065,1.5934928267210817,0.11104967627028728,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,0.5,0.1,310,0.05914426493056113,-0.7831987002985987,1.7052572232487475,0.08814646183619601,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,1.0,0.1,310,0.05611057603677416,-0.7880211543937004,1.6679999158617218,0.09531574348535043,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,1.5,0.1,310,0.05308480813907357,-0.7927375713093209,1.6307451090759213,0.10294411403594839,1.0,False
small_cap,0.30000000000000004,50,1000000000.0,2.0,0.1,310,0.05006694254013544,-0.7973502555453065,1.5934928267210817,0.11104967627028728,1.0,False
small_cap,0.30000000000000004,50,10000000000.0,0.5,0.025,310,0.0453096068524006,-0.741985845369642,1.483383565774499,0.13797253126066344,0.7992689203663276,False
small_cap,0.30000000000000004,50,10000000000.0,1.0,0.025,310,0.03977154167382313,-0.7509047145055356,1.399303606296656,0.1617219586697347,0.7992689203663276,False
small_cap,0.30000000000000004,50,10000000000.0,1.5,0.025,310,0.034260311856289194,-0.7595189681191422,1.3152324609202686,0.18843178877871436,0.7992689203663276,False
small_cap,0.30000000000000004,50,10000000000.0,2.0,0.025,310,0.028775799453441442,-0.767838884102066,1.2311702483175673,0.21825919632472823,0.7992689203663276,False
small_cap,0.30000000000000004,50,10000000000.0,0.5,0.05,310,0.0461379258166974,-0.7845049178219171,1.523330305181309,0.12767608890886084,0.9437538443440553,False
small_cap,0.30000000000000004,50,10000000000.0,1.0,0.05,310,0.03805231736768033,-0.7972345965920137,1.4163985032278867,0.15665886191680478,0.9437538443440553,False
small_cap,0.30000000000000004,50,10000000000.0,1.5,0.05,310,0.030023832778410364,-0.809896580852358,1.309496154545144,0.19036633949993398,0.9437538443440553,False
small_cap,0.30000000000000004,50,10000000000.0,2.0,0.05,310,0.02205210622732401,-0.8317070327564943,1.2026235417799513,0.22912203336351356,0.9437538443440553,False
small_cap,0.30000000000000004,50,10000000000.0,0.5,0.1,310,0.05003705396820135,-0.7938162424691781,1.590361870462113,0.11175325985582774,0.9966398164292748,False
small_cap,0.30000000000000004,50,10000000000.0,1.0,0.1,310,0.04065376826225764,-0.8076370541960063,1.4729776354119444,0.14075706633624785,0.9966398164292748,False
small_cap,0.30000000000000004,50,10000000000.0,1.5,0.1,310,0.03134698230067379,-0.8277319314246969,1.3556263694274249,0.175218077407441,0.9966398164292748,False
small_cap,0.30000000000000004,50,10000000000.0,2.0,0.1,310,0.022116131791631854,-0.8554859427387022,1.2383087538020685,0.21560159918934518,0.9966398164292748,False
small_cap,0.4000000000000001,10,100000000.0,0.5,0.025,310,0.26835994138166863,-0.6535080950643458,3.378952428177454,0.0007276259785478079,0.9998732732971197,False
small_cap,0.4000000000000001,10,100000000.0,1.0,0.025,310,0.26488804375404906,-0.6560871915461247,3.3548315926252523,0.0007941331365692861,0.9998732732971197,False
small_cap,0.4000000000000001,10,100000000.0,1.5,0.025,310,0.261424785663525,-0.6586478104504796,3.330709939026059,0.0008662481531824806,0.9998732732971197,False
small_cap,0.4000000000000001,10,100000000.0,2.0,0.025,310,0.25797014772549876,-0.6611900790231591,3.3065874772849444,0.0009443985780199782,0.9998732732971197,False
small_cap,0.4000000000000001,10,100000000.0,0.5,0.05,310,0.26822303391452373,-0.653508095064346,3.3779784599907106,0.0007302080018600776,1.0,False
small_cap,0.4000000000000001,10,100000000.0,1.0,0.05,310,0.26474915618691064,-0.6560871915461248,3.3538411652368563,0.0007969809724059917,1.0,False
small_cap,0.4000000000000001,10,100000000.0,1.5,0.05,310,0.2612839282995276,-0.6586478104504796,3.3297030469470372,0.0008693864967888043,1.0,False
small_cap,0.4000000000000001,10,100000000.0,2.0,0.05,310,0.25782733083359255,-0.6611900790231591,3.305564115146005,0.0009478541541498853,1.0,False
small_cap,0.4000000000000001,10,100000000.0,0.5,0.1,310,0.26822303391452373,-0.653508095064346,3.3779784599907106,0.0007302080018600776,1.0,False
small_cap,0.4000000000000001,10,100000000.0,1.0,0.1,310,0.26474915618691064,-0.6560871915461248,3.3538411652368563,0.0007969809724059917,1.0,False
small_cap,0.4000000000000001,10,100000000.0,1.5,0.1,310,0.2612839282995276,-0.6586478104504796,3.3297030469470372,0.0008693864967888043,1.0,False
small_cap,0.4000000000000001,10,100000000.0,2.0,0.1,310,0.25782733083359255,-0.6611900790231591,3.305564115146005,0.0009478541541498853,1.0,False
small_cap,0.4000000000000001,10,1000000000.0,0.5,0.025,310,0.18787013402280062,-0.5882750026668879,2.9028903347080135,0.003697360834413077,0.8134542088669662,True
small_cap,0.4000000000000001,10,1000000000.0,1.0,0.025,310,0.18166088332666042,-0.5973540825958323,2.8465744945757177,0.004419238806093073,0.8134542088669662,True
small_cap,0.4000000000000001,10,1000000000.0,1.5,0.025,310,0.17548125856741614,-0.6062369033040462,2.790262409663258,0.005266533790058814,0.8134542088669662,False
small_cap,0.4000000000000001,10,1000000000.0,2.0,0.025,310,0.169331131795446,-0.6149276220332001,2.7339541405051553,0.006257875955031356,0.8134542088669662,False
small_cap,0.4000000000000001,10,1000000000.0,0.5,0.05,310,0.23078982986419416,-0.6112889959290757,3.1412551203649812,0.0016822542282082242,0.9481176177809294,False
small_cap,0.4000000000000001,10,1000000000.0,1.0,0.05,310,0.2216185935281123,-0.6238722832763142,3.0722124706720946,0.0021247842520355498,0.9481176177809294,False
small_cap,0.4000000000000001,10,1000000000.0,1.5,0.05,310,0.21250967207442595,-0.6360561848083126,3.0031728975180587,0.0026718059347345946,0.9481176177809294,False
small_cap,0.4000000000000001,10,1000000000.0,2.0,0.05,310,0.20346268261933087,-0.6478531244454182,2.9341365331167704,0.003344770414401399,0.9481176177809294,False
small_cap,0.4000000000000001,10,1000000000.0,0.5,0.1,310,0.24712981477180462,-0.6588438298731094,3.23304249701476,0.0012247934124589577,0.995145847541444,False
small_cap,0.4000000000000001,10,1000000000.0,1.0,0.1,310,0.23652248814661503,-0.6667933025880364,3.1575503615284464,0.0015910075216600816,0.995145847541444,False
small_cap,0.4000000000000001,10,1000000000.0,1.5,0.1,310,0.22599725601403997,-0.6745643817473786,3.0820575434668562,0.0020557509305705324,0.995145847541444,False
small_cap,0.4000000000000001,10,1000000000.0,2.0,0.1,310,0.2155535449687762,-0.682160917633974,3.0065643078895876,0.0026421816045871793,0.995145847541444,False
small_cap,0.4000000000000001,10,10000000000.0,0.5,0.025,310,0.10667362073681308,-0.37246463759079573,2.8589987228557536,0.0042498049569532625,0.29683168601937254,False
small_cap,0.4000000000000001,10,10000000000.0,1.0,0.025,310,0.10418413205716415,-0.37559285665178466,2.8067141086909193,0.005004963915617555,0.29683168601937254,False
small_cap,0.4000000000000001,10,10000000000.0,1.5,0.025,310,0.10169969446181248,-0.3787146477444364,2.7544227214358132,0.005879577319607421,0.29683168601937254,False
small_cap,0.4000000000000001,10,10000000000.0,2.0,0.025,310,0.09922029878427474,-0.38187473632642843,2.7021248003827965,0.006889789614243025,0.29683168601937254,False
small_cap,0.4000000000000001,10,10000000000.0,0.5,0.05,310,0.12722712884334997,-0.44773598297400674,2.793743093551824,0.005210185242304544,0.42190217899915744,False
small_cap,0.4000000000000001,10,10000000000.0,1.0,0.05,310,0.12229986085667344,-0.45275583124260577,2.7149863914051275,0.006627849391492191,0.42190217899915744,False
small_cap,0.4000000000000001,10,10000000000.0,1.5,0.05,310,0.11739214829271516,-0.4577318175255779,2.6362276517220384,0.008383346709508688,0.42190217899915744,False
small_cap,0.4000000000000001,10,10000000000.0,2.0,0.05,310,0.11250392127223496,-0.46299785784494807,2.5574673501107834,0.010543745540370297,0.42190217899915744,False
small_cap,0.4000000000000001,10,10000000000.0,0.5,0.1,310,0.14601144177453462,-0.5210732034610916,2.735022677749484,0.006237597855629495,0.579565448424808,False
small_cap,0.4000000000000001,10,10000000000.0,1.0,0.1,310,0.13667037708986296,-0.5270973819474185,2.619080393825488,0.008816716638087474,0.579565448424808,False
